;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
no_spp;nama_kebuns;dibayar_kepada;tanggal_spp;no_spk;tgl_spk;tgl_brkhir_spk;no_ba;tgl_ba;tgl_faktur;uraian_spp;nilai_rupiah;tgl_masuk;status pembayaran;DIBAYAR;BELUM DIBAYAR;kategori;jenis dokumen;KATEGORI;NO PO;NO MIRO/SES
5TAN/SPP/87/III/2024;PANDAWA;CV Best Konstruksi Mandiri;28-Feb-24;13.01/SP/Panda/244/V/2023;05/08/2023;PANDA/Tan/BA/02/VI/2023;;;;Permintaan pembayaran atas Pengadaan Jasa Pembibitan Main Nursery di Kebun Pandawa bulan Juni 2023 SP No. 13.01/SP/Panda/244/V/2023;97.591.298;22/03/2024;SUDAH DIBAYAR;97.591.298;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/54/II/2024;DANAU SALAK;CV Kharisma Karya Jaya;22-Feb-24;13.01/SP/Dasal/312/IX/2023;18/09/2023;Dasal/BASTP/152/XI/2023;;;;Permintaan pembayaran atas Pekerjaan pemeliharaan MN Kebun Danau Salak bulan November 2023 SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 September 2023;248.028.885;23/02/2024;SUDAH DIBAYAR;248.028.885;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KRB/MN/01/TW-I/2024 Memorandum No. 5TAN/5AKN/M-115/VI/2024;RIMBA BELIAN;CV Riezky Perkasa;03-Jun-24;;;;;;;Permintaan Pembayaran Pekerjaan Pembibitan Main Nursery Bulan Januari 2024 Kebun Rimba Belian;28.176.236;13/06/2024;SUDAH DIBAYAR;28.176.236;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KRB/MN/09/TW-I/2024 Memorandum No. 5TAN/5AKN/M-111/VI/2024;RIMBA BELIAN;CV Riezky Perkasa;03-Jun-24;;;;;;;Permintaan Pembayaran Pekerjaan Pembibitan Main Nursery Bulan Maret 2024 Kebun Rimba Belian;47.606.927;13/06/2024;SUDAH DIBAYAR;47.606.927;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KRB/MN/05/TW-I/2024 Memorandum No. 5TAN/5AKN/M-112/VI/2024;RIMBA BELIAN;CV Riezky Perkasa;03-Jun-24;;;;;;;Permintaan Pembayaran Pekerjaan Pembibitan Main Nursery Bulan Pebruari 2024 Kebun Rimba Belian;39.410.447;13/06/2024;SUDAH DIBAYAR;39.410.447;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KRB/PN/01/TW-I/2024 Memorandum No. 5TAN/5AKN/M-114/VI/2024;RIMBA BELIAN;CV Riezky Perkasa;03-Jun-24;5KRB/PN/01 TW1/24;31/01/2024;5KRB/BAPBPB/01/1/24;;;;Permintaan Pembayaran Pekerjaan Pembibitan Pre Nursery Bulan Januari 2024 Kebun Rimba Belian;20.539.524;13/06/2024;SUDAH DIBAYAR;20.539.524;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KRB/PN/04/TW-I/2024 Memorandum No. 5TAN/5AKN/M-113/VI/2024;RIMBA BELIAN;CV Riezky Perkasa;03-Jun-24;;;;;;;Permintaan Pembayaran Pekerjaan Pembibitan Pre Nursery Bulan Pebruari 2024 Kebun Rimba Belian;9.456.097;13/06/2024;SUDAH DIBAYAR;9.456.097;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KDS/SPP/081-088/I/2024 Memo No. 5TAN/5AKN/M-110/V/2024;DANAU SALAK;CV Kharisma Karya Jaya;06-Jun-24;5SKD/SPK/01/I/24,5SKD/SPK/02/I/24,5SKD/SPK/03/I/24,5SKD/04/I/24,5SKD/SPK/05/I/24,5SKD/SPK/06/I/24,5SKD/07/I/24,5SKD/08/I/24;31/01/2024;Dasal/BAPB/01/I/24,Dasal/BAPB/02/I/24,Dasal/BAPB/03/I/24,Dasal/BAPB/04/I/24,Dasal/BAPB/05/I/24,Dasal/BAPB/06/I/24,Dasal/BAPB/07/I/24,Dasal/BAPB/08/I/24;;;;Pekerjaan Pemeiharaan TBM I & II Bulan Januari 2024 di Kebun Danau Salak,;184.542.541;06/10/2024;SUDAH DIBAYAR;184.542.541;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;;
5TAN/SPP/89/III/2024;DANAU SALAK;CV Kharisma Karya Jaya;20-Mar-24;;;;;;;Permintaan Pembayaran atas Pekerjaan Pemeliharaan TBM I di Afdeling IX, X, XI, dan XII Kebun Danau Salak bulan November 2023 SP No. 13.01/SP/Dasal/298/VIII/2023 tgl. 29 Agustus 2023;76.539.239;07/09/2024;SUDAH DIBAYAR;76.539.239;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;;
5TAN/SPP/173/VII/2024;DANAU SALAK;CV Kharisma Karya Jaya;12-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan pemel pembibitan Main Nursery Kebun Danau Salak bulan April 2024 SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 Sept 2023;86.074.660;16/07/2024;SUDAH DIBAYAR;86.074.660;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/175/VII/2024;DANAU SALAK;CV Kharisma Karya Jaya;12-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan pemel pembibitan Main Nursery Kebun Danau Salak bulan Februari 2024 SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 Sept 2023;108.361.785;16/07/2024;SUDAH DIBAYAR;108.361.785;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/177/VII/2024;DANAU SALAK;CV Kharisma Karya Jaya;12-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan pemel Pembibitan Main Nursery Kebun Danau Salak bulan Januari 2024 sesuai SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 September 2023;82.886.379;16/07/2024;SUDAH DIBAYAR;82.886.379;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/174/VII/2024;DANAU SALAK;CV Kharisma Karya Jaya;12-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan pemel pembibitan Main Nursery Kebun Danau Salak bulan Maret 2024 SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 Sept 2023;88.137.414;16/07/2024;SUDAH DIBAYAR;88.137.414;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/176/VII/2024;DANAU SALAK;CV Kharisma Karya Jaya;12-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan Pemel Pembibitan Main Nursery Kebun Danau Salak Bulan Mei 2024;87.546.615;16/07/2024;SUDAH DIBAYAR;87.546.615;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/168/VI/2024;TAJATI;CV Kharisma Jaya;27-Jun-24;;;;;;;Permintaan pembayaran atas Pekerjaan Pengadaan Jasa Pemeliharaan Pembibitan Main Nursery di Kebun Tajati Tahap III SP No. 13.01/SP/Tajat/320/XI/2023 tgl. 06 November 2023;;15/07/2024;SIAP DIBAYAR;0;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/170/VI/2024;TAJATI;CV Kharisma Jaya;27-Jun-24;;;;;;;Permintaan pembayaran atas Pekerjaan Pengadaan Jasa Persiapan Pembibitan Main Nursery di Kebun Tajati SP No. 13.01/SP/TAJAT/319/X/2023 tgl. 25 Oktober 2023;375.255.216;15/07/2024;SUDAH DIBAYAR;375.255.216;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/30/II/2024;DANAU SALAK;CV Kharisma Karya Jaya;06-Feb-24;;;;;;;Permintaan pembayaran atas Pekerjaan Pembibitan Main Nursery Kebun Danau Salak SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 September 2023;479.345.440;02/07/2024;SUDAH DIBAYAR;479.345.440;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TEP/SPP/105/III/2024;NGABANG;CV Gemilang Mandiri;04-Mar-24;;;;;;;Pembayaran Retensi atas Jaringan Pipa Penyiraman Pembibitan Luas 7 Ha (106.000 Pokok) Kebun Ngabang Kontrak No. 13.03-AB/SP/93/XI/2022;47.897.220;03/04/2024;SUDAH DIBAYAR;47.897.220;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5KBL/TUK/SPP/7/IV/2024 & 5TAN/5AKN/M-144/VII/2024;BATULICIN;Asih Windarti;30-Apr-24;;;;;;;Pembayaran Upah Pemeliharaan Afdeling Inti I Kebun Batulicin bulan April 2024;12.563.330;15/07/2024;SUDAH DIBAYAR;12.563.330;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;;
5KPL/SPP/19,21,23/V/2024 & Memorandum No. 5TAN/5AKN/M-108/V/2024;PELAIHARI;Kebun Pelaihari;1 Mei 2024;;;;;;;Pemeliharaan TM 732.09 Ha Afdeling I Kebun Pelaihari bulan April 2024 SP No. 5KPL/SP/08/IV/2024;32.146.021;06/04/2024;SUDAH DIBAYAR;32.146.021;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5KPL/SPP/23/VI/2024 & Memorandum 5TAN/5AKN/M-a46/VII/2024;PELAIHARI;Kebun Pelaihari;03-Jul-24;;;;;;;Pemeliharaan TM 732.09 Ha Afdeling I Kebun Pelaihari bulan April 2024 SP No. 5KPL/SP/11/V/2024 tgl. 01 Mei 2024;22.419.665;15/07/2024;SUDAH DIBAYAR;22.419.665;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5KPL/SPP/04/II/2024 & Memorandum No. 5TAN/5AKN/M-109/V/2024;PELAIHARI;Kebun Pelaihari;01-Feb-24;;;;;;;Pemeliharaan TM 732.09 Ha Afdeling I Kebun Pelaihari bulan Januari 2024 SP No. 5KPL/SP/01/I/2024;67.937.423;06/04/2024;SUDAH DIBAYAR;67.937.423;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/184/VII/2024;KANDIR;CV Langit Bumi Khatulistiwa;22-Jul-24;;;;;;;Pembayaran atas Pengadaan Methyl Metsul Furon 20% Wilayah Kalbar SP No. 5TAN/SP/16/5UGKB/VI/2024;308.641.050;23/07/2024;SUDAH DIBAYAR;308.641.050;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/180/VII/2024;PELAIHARI;CV Global Indo Konstruksi;15-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan pemeliharaan Tanaman Menghasilkan TM di Afdeling I, II, III, dan IV Kebun Pelaihari bulan Mei 2024 sesuai SP No. 5TAN/SP/09/5KPL/IV/2024 tgl. 26 April 2024;94.465.945;17/07/2024;SUDAH DIBAYAR;94.465.945;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/183/VII/2024;DANAU SALAK;CV Kharisma Karya Jaya;18-Jul-24;;;;;;;Permintaan pembayaran atas Pekerjaan Pemel pembibitan Main Nursery Kebun Danau Salak bulan Juni 2024 SP No. 13.01/SP/Dasal/312/IX/2023 tgl. 18 September 2023;93.916.619;23/07/2024;SUDAH DIBAYAR;93.916.619;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/211/VIII/2024;TABARA;PT Pondok Hijau Minning;23 Agu 2024;13.01/SP/Tabara/318/X/2023;23/10/2023;22/11/2023;Tabara/STP Mnjr-PHM/318/10/2023;22/11/2024;;Permintaan pembayaran atas Sewa Excavator PC 200 untuk Pekerjaan Tumbang Susun Pohon Kelapa Sawit dan Meratakan Tanah di Afdeling Pembibitan Kebun Tabara SP No. 13.01/SP/TABAR/318/X/2023 tgl. 23 Okt 2024;119.793.240;28/08/2024;SUDAH DIBAYAR;119.793.240;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100256244;5201194282
5TAN/SPP/215/VIII/2024;KEMBAYAN;CV Karya Abadi;2 Agu 2024;;;;;;;Permintaan Pembayaran Rampung atas Pekerjaan Persiapan Lahan Pembibitan Kelapa Sawit di Kebun Kembayan 5TAN/SP/18/5KBY/VII/2024;435.443.888;09/03/2024;SUDAH DIBAYAR;435.443.888;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/214/VIII/2024;KEMBAYAN;CV Karya Abadi;2 Agu 2024;;;;;;;Permintaan Pembayaran Retensi atas Pekerjaan Persiapan Lahan Pembibitan Kelapa Sawit di Kebun Kembayan 5TAN/SP/18/5KBY/VII/2024;21.087.250;09/03/2024;SUDAH DIBAYAR;21.087.250;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/212/VIII/2024;GUNUNG MELIAU;CV Multi Indah Lestari;23 Agu 2024;;;;;;;Permintaan Pembayaran atas Sewa Road Greader untuk Pekerjaan Perbaikan Jalan di Afdeling I, III, V & VII Gunung Meliau SP No. 13.01/SP/Gunme/118/X/2022 tgl. 25 Okt 2022;161.320.000;29/08/2024;BELUM SIAP DIBAYAR;0;161.320.000;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/210/VIII/2024;GUNUNG MELIAU;CV Multi Indah Lestari;23 Agu 2024;;;;;;;Permintaan Pembeyaran atas Sewa Vibro untuk Pekerjaan Perbaikan Jalan di Afdeling I, III, V & VII Kebun Gunung Meliau SP No. 13.01/SP/Gunme/117/X/2022 tgl. 25 Oktober 2022;139.520.000;29/08/2024;SUDAH DIBAYAR;139.520.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/213/VIII/2024;NGABANG;CV Multi Indah Lestari;26 Agu 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Sewa 2 unit Excavator Mini untuk Perbaikan Jalan Koleksi dan Produksi di Afdeling I dan II Kebun Ngabang SP No. 13.01/SP/Ngaba/131/XI/2022 tgl. 04 November 2022;256.368.000;28/08/2024;SUDAH DIBAYAR;256.368.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/222/IX/2024;PANDAWA;PT Pondok Hijau Minning;04-Sep-24;;;;;;;Permintan pembayaran atas Pekerjaan Sewa Bulldozer D3 untuk Pekerjaan Perbaikan Jalan Produksi dan Koleksi di Afdeling V Kebun Pandawa sesuai SP No. 5TAN/SP/08/5KPD/IV/2024 tgl. 17 April 2024;138.103.168;17/09/2024;SUDAH DIBAYAR;138.103.168;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;;
5TAN/SPP/209/VIII/2024;PARINDU;CV Multi Indah Lestari;22 Agu 2024;5TAN/SP/5KPR/331/II/2024;22/02/2024;04/08/2024;5KPR/BAVB/02/III/2024;30/03/2024;;Permintaan pembayaran atas Sewa Excavator PC 200 untuk Pekerjaan Membuat Parit di Afdeling Areal Tanaman Ulang (TU) Kebun Parindu SP No. 5TAN/SP/5KPR/331/II/2024 tgl. 22 Februari 2024;281.547.000;28/08/2024;SUDAH DIBAYAR;281.547.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100249403;5201140657
5TAN/SPP/290/XI/2024;KANDIR;CV Langit Bumi Khatulistiwa;01-Nov-24;5TAN/SPK/51/5UGKBKT/X/2024;10/11/2024;11/10/2024;BA/GE/20/X/2024;16/10/2024;;Pembayaran atas Pengadaan Insektisida Sipermatrin dan Hebisida Fluro Xipyr MH Ester untuk Kebun Wilayah Kalimantan Barat dan Timur sesuai Surat Perjanjian No. 5TAN/SPK/51/5UGKBKT/X/2024;770.688.540;;SUDAH DIBAYAR;770.688.540;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100261248;
5TAN/SPP/270/X/2024;KANDIR;PT Hidayat Bintang Asia;23 Okt 2024;5TAN/SP/11/RO5/V/2024;05/06/2024;06/05/2024;001/BAPBM/RO5/VI/2024;06/05/2024;;Permintaan pembayaran atas Pengadaan Mucuna Bracteata PTPN IV Regional V SP No. 5TAN/SP/11/RO5/V/2024 tgl. 06 Mei s.d. 05 Juni 2024;191.600.000;;SUDAH DIBAYAR;191.600.000;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100249993;5201239031
5TAN/SPP/202/VIII/2024;KANDIR;PT Prakarsa Karya Sejati;20 Agu 2024;5TAN/SP/10/5UGKBST/IV/2024;24/04/2024;06/08/2024;Dekan/15/2024;05/02/2024;;Permintaan Pembayaran atas Pengadaan Fungisida Kebun Wilayah Kalimantan Barat Timur dan Selatan SP No. 5TAN/SP/10/UGKBST/IV/2024 tgl. 24 April 2024;381.541.188;20/08/2024;SUDAH DIBAYAR;381.541.188;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100247841;5201125369
5TAN/SPP/274/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Main Nursery 51.352 pk Afdeling II Kebun Tajati Bulan Februari 2024 SP No. Tajat.In/Tan/SPK/01/II/2024 tgl. 31 Januari 2024;6.791.400;20/11/2024;BELUM SIAP  DIBAYAR;0;6.791.400;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/278/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Main Nursery 51.352 pk Afdeling II Kebun Tajati Bulan Januari 2024 SP No. Tajat.In/Tan/SPK/05/II/2024 tgl. 31 Januari 2024;4.743.200;20/11/2024;BELUM SIAP  DIBAYAR;0;4.743.200;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4702829943;5201557172
5TAN/SPP/277/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Main Nursery 51.352 pk Afdeling II Kebun Tajati Bulan Maret 2024 SP No. Tajat.In/Tan/SPK/01/II/2024 tgl. 29 Februari 2024;4.365.900;20/11/2024;BELUM SIAP  DIBAYAR;0;4.365.900;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100265719;5201554726
5TAN/SPP/327/XI/2024;TAJATI;PT Pondok Hijau Minning;20-Nov-24;5TAN/14/SP/5KTJ/VI/2024;19/06/2024;31/12/2024;Tajat/Tan/BA/03/IX/2024;30/09/2024;;Permintaan pembayaran atas pekerjaan pemeliharaan pembibitan Main Nursery Kebun Tajati Tahap I s.d. IV SP No. 5TAN/14/SP/5KTJ/VI/2024 tgl. 19 Juni 2024;396.588.418;21/11/2024;SUDAH DIBAYAR;396.588.418;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100249759;
5TAN/SPP/328/XI/2024;TAJATI;CV Kharisma Jaya;20-Nov-24;13.01/SP/Tajat/320/XI/2023;11/06/2024;30/09/2024;Tajat/Tan/BA/02/IX/2024;30/09/2024;;Permintaan pembayaran atas pekerjaan pengadaan Jasa Pemeliharaan Pembibitan Main Nursery di Kebun Tajati sesuai Surat Perjanjian No. 13.01/SP/Tajat/320/XI/2023 tgl. 06 November 2024;660.541.923;21/11/2024;SUDAH DIBAYAR;660.541.923;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100278069;5201350077
5TAN/SPP/272/X/2024;TAJATI;CV Kharisma Jaya;28 Okt 2024;13.01/SP/Tajat/319/X/2023;25/10/2023;24/12/2023;Tajat/Tan/03/II/2024;24/02/2024;;Permintaan pembayaran Jaminan Pemeliharaan atas Pekerjaan pengadaan Jasa Persiapan Pembibitan Main Nursery di Kebun Tajati SP No. 13.01/SP/Tajat/319/X/2023 tgl. 25 Oktober 2024;20.175.011;29/10/2024;SUDAH DIBAYAR;20.175.011;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;Tidak ada retensi;
5TAN/SPP/231/IX/2024;TAJATI;CV Kharisma Jaya;10-Sep-24;;;;;;;Permintan pembayaran atas Pekerjaan Pengadaan Jasa Pemeliharaan Pembibitan Main Nursery di Kebun Tajati Tahap VII sesuai SP No. 13.01/SP/TAJAT/320/XI/2023 tgl. 6 Nopember 2023;;17/09/2024;SIAP DIBAYAR;0;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/276/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM II 19.59 Ha Afdeling III di Kebun Tajati SP No. Tajat.In/Tan/SPK/04/III/2024 tgl. 29 Februari 2024;271,117;20/11/2024;SUDAH DIBAYAR;271,117;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;;
5TAN/SPP/279/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM III 23.96 Ha di Afdeling III Kebun Tajati bulan Februari 2024 SP No. Tajat.In/Tan/SPK/05/II/2024 tgl. 31 Januari 2024;2.582.888;20/11/2024;BELUM SIAP  DIBAYAR;0;2.582.888;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4702882434;5201542263
5TAN/SPP/284/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM III 23.96 Ha di Afdeling III Kebun Tajati bulan Januari 2024 SP No. Tajat.In/Tan/SPK/04/I/2024 tgl. 01 Januari 2024;6.780.081;20/11/2024;BELUM SIAP  DIBAYAR;0;6.780.081;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4702829974;5201542642
5TAN/SPP/285/X/2024;TAJATI;Koperasi Jasa Palm Taka Berkah;30 Okt 2024;;;;;;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM III 23.96 Ha di Afdeling III Kebun Tajati bulan Maret 2024 SP No. Tajat.In/Tan/SPK/03/III/2024 tgl. 29 Februari 2024;7.425.803;20/11/2024;BELUM SIAP  DIBAYAR;0;7.425.803;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100265720;5201557158
5TAN/SPP/333/XI/2024;RIMBA BELIAN;CV Riezky Perkasa;21-Nov-24;5TAN/SP/19/KRB/VII/2024;;31/12/2024;5KRB.III/BASTP/06/VII/2024;09/05/2024;;Permintaan pembayaran atas Pekerjaan Pemel Bibitan Main Nursery Kebun Rimba Belian No. Kontrak 5TAN/SP/10/RRB/VII/2024 periode Juli 2024;286.131.969;12/02/2024;SUDAH DIBAYAR;286.131.969;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100251370;
5TAN/SPP/334/XI/2024;RIMBA BELIAN;CV Riezky Perkasa;21-Nov-24;5TAN/SP/19/KRB/VII/2024;07/08/2024;31/12/2024;5KRB.III/BASTP/07/VIII/2024;09/05/2024;;Permintaan pembayaran atas Pekerjaan Pemel BIbitan Main Nursery Kebun Rimba Belian No. Kontrak 5TAN/SP/19/RRB/VII/2024 periode Agustus 2024;62.210.558;12/02/2024;SUDAH DIBAYAR;62.210.558;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100251370;
5TAN/SPP/335/XI/2024;RIMBA BELIAN;CV Riezky Perkasa;21-Nov-24;5TAN/SP/19/KRB/VII/2024;07/08/2024;31/12/2024;5KRB.III/BASTP/08/IX/2024;10/05/2024;;Permintaan pembayaran atas Pekerjaan Pemel Bibitan Main Nursery Kebun Rimba Belian No. Kontrak 5TAN/SP/19/KRB/VII/2024;60.123.893;12/02/2024;SUDAH DIBAYAR;60.123.893;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100251370;
5TAN/SPP/351/XI/2024;KEMBAYAN;CV Rio Janji Raja;8 Des 2024;5TAN/SP/22/5KBY/VII/2024;15/07/2024;05/10/2025;5KBY/BAST/TAN/20/X/2024;31/10/2024;;Permintaan pembayaran Pemeliharaan Pembibitan Main Nursery Kelapa Sawit di Kebun Kembayan SP No. 5TAN/SP/22/5KBY/VII/2024;44.963.816;12/10/2024;SUDAH DIBAYAR;44.963.816;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100252099;
5TAN/SPP/352/XI/2024;KEMBAYAN;CV Rio Janji Raja;8 Des 2024;5TAN/SP/22/5KBY/VII/2024;15/07/2024;05/10/2025;5KBY/BAST/TAN/27/XI/2024;30/11/2024;;Permintaan pembayaran Pemeliharaan Pembibitan Main Nursery Kelapa Sawit di Kebun Kembayan SP No. 5TAN/SP/22/5KBY/VII/2024;26.050.259;12/10/2024;SUDAH DIBAYAR;26.050.259;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100252099;Tidak ada
5TAN/SPP/336/XI/2024;KANDIR;CV Langit Bumi Khatulistiwa;29-Nov-24;5TAN/SPK/55/5UGKBKTKS/X/2024;15/10/2024;14/11/2024;Ngaba/BA/25/LBK/X/2024;15/10/2024;;Permintaan pembayaran atas Pengadaan Methyl MetSulfuron 20% sesuai Surat Perjanjian No. 5TAN/SPK/55/5UGKBKTKS/X/2024 tgl. 15 Oktober 2024 s.d. 14 November 2024;506.104.500;12/02/2024;SUDAH DIBAYAR;506.104.500;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100261290;
5TAN/SPP/339/XI/2024;KANDIR;CV Langit Bumi Khatulistiwa;20-Nov-24;5TAN/SP/58/5UGKBKTKS/X/2024;24/10/2024;23/11/2024;DEkan/65/2024;24/10/2024;;Permintaan pembayaran atas Pengadaan Methyl Metsulfuron 20% sesuai Surat SP No. 5TAN/SP/58/5UGKBKTKS/X/2024 tgl. 24 Oktober 2024;637.362.000;12/04/2024;SUDAH DIBAYAR;637.362.000;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100262498;5201241506
5TAN/SPP/264/X/2024;DANAU SALAK;PT Sukses Karya Hutani Mandiri;21 Okt 2024;13.01/SPK-IPS/13/X/2022;04/03/2024;31/03/2024;5KDS/BASTP/115/VIII/2024;19/08/2024;;Permintaan pembayaran penyelesaian atas Pekerjaan Pemeliharaan TBM I Kebun Danau Salak No. 13.01/SPK-IPS/13/X/2022;106.894.441;12/05/2024;SUDAH DIBAYAR;106.894.441;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100266339;
5TAN/SPP/265/X/2024;DANAU SALAK;PT Sukses Karya Hutani Mandiri;21 Okt 2024;13.01/SPK-IPS/14/X/2022;04/03/2024;31/03/2024;5KDS/BASTP/118/VIII/2024;19/08/2024;;Permintaan pembayaran penyelesaian atas Pekerjaan Pemeliharaan TBM I Kebun Danau Salak No. 13.01/SPK-IPS/14/X/2022;87.512.033;12/05/2024;SUDAH DIBAYAR;87.512.033;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100266342;
5TAN/SPP/266/X/2024;DANAU SALAK;PT Sukses Karya Hutani Mandiri;21 Okt 2024;13.01/SPK-IPS/15/X/2022;04/03/2024;31/03/2024;5KDS/BASTP/117/VIII/2024;19/08/2024;;Permintaan pembayaran penyelesaian atas Pekerjaan Pemeliharaan TBM I Kebun Danau Salak No. 13.01/SPK-IPS/15/X/2022;77.518.140;12/05/2024;SUDAH DIBAYAR;77.518.140;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100266338;
